n,k_typ,algorytm,avg_porownania,avg_przestawienia
23400,1,SELECT,186509,205919
23400,1,RAND_SELECT,49668,52601
23400,2,SELECT,187332,206881
23400,2,RAND_SELECT,72394,73785
23400,3,SELECT,185585,205046
23400,3,RAND_SELECT,83092,83591
23400,4,SELECT,188338,208214
23400,4,RAND_SELECT,77255,76850
23400,5,SELECT,186972,206727
23400,5,RAND_SELECT,49370,46819
23500,1,SELECT,187846,207412
23500,1,RAND_SELECT,47376,47816
23500,2,SELECT,187762,207429
23500,2,RAND_SELECT,74289,72277
23500,3,SELECT,187726,207516
23500,3,RAND_SELECT,74571,73751
23500,4,SELECT,187457,207251
23500,4,RAND_SELECT,76138,73277
23500,5,SELECT,188453,208606
23500,5,RAND_SELECT,51821,47019
23600,1,SELECT,188354,207920
23600,1,RAND_SELECT,43038,38937
23600,2,SELECT,189148,208887
23600,2,RAND_SELECT,73892,75930
23600,3,SELECT,189645,209627
23600,3,RAND_SELECT,72847,74044
23600,4,SELECT,189005,209003
23600,4,RAND_SELECT,69198,73969
23600,5,SELECT,189814,210084
23600,5,RAND_SELECT,45631,47217
23700,1,SELECT,189545,209286
23700,1,RAND_SELECT,50129,52921
23700,2,SELECT,187887,207549
23700,2,RAND_SELECT,75133,78258
23700,3,SELECT,189783,209690
23700,3,RAND_SELECT,83823,84046
23700,4,SELECT,189987,210090
23700,4,RAND_SELECT,71366,68933
23700,5,SELECT,190041,210242
23700,5,RAND_SELECT,46843,47418
23800,1,SELECT,190400,210151
23800,1,RAND_SELECT,46232,44929
23800,2,SELECT,189475,209243
23800,2,RAND_SELECT,80416,80135
23800,3,SELECT,188699,208625
23800,3,RAND_SELECT,80368,76751
23800,4,SELECT,190165,210322
23800,4,RAND_SELECT,73218,71193
23800,5,SELECT,190102,210440
23800,5,RAND_SELECT,47390,47618
23900,1,SELECT,190544,210318
23900,1,RAND_SELECT,46666,45593
23900,2,SELECT,190965,210979
23900,2,RAND_SELECT,78205,80122
23900,3,SELECT,190333,210455
23900,3,RAND_SELECT,74970,73268
23900,4,SELECT,189467,209583
23900,4,RAND_SELECT,80057,80526
23900,5,SELECT,191446,211721
23900,5,RAND_SELECT,48197,47818
24000,1,SELECT,191613,211515
24000,1,RAND_SELECT,53074,58215
24000,2,SELECT,192415,212521
24000,2,RAND_SELECT,71977,72209
24000,3,SELECT,192086,212199
24000,3,RAND_SELECT,88062,87450
24000,4,SELECT,193659,214196
24000,4,RAND_SELECT,73945,75647
24000,5,SELECT,191241,211582
24000,5,RAND_SELECT,45636,48018
24100,1,SELECT,192619,212568
24100,1,RAND_SELECT,47786,47433
24100,2,SELECT,192941,213109
24100,2,RAND_SELECT,75579,74849
24100,3,SELECT,193751,214228
24100,3,RAND_SELECT,76820,78580
24100,4,SELECT,193417,213997
24100,4,RAND_SELECT,71812,73210
24100,5,SELECT,193244,213808
24100,5,RAND_SELECT,45579,48219
24200,1,SELECT,193794,213925
24200,1,RAND_SELECT,44657,40978
24200,2,SELECT,191854,211878
24200,2,RAND_SELECT,77580,78425
24200,3,SELECT,194149,214547
24200,3,RAND_SELECT,90218,94528
24200,4,SELECT,193892,214466
24200,4,RAND_SELECT,75918,74485
24200,5,SELECT,194099,214862
24200,5,RAND_SELECT,45869,48418
24300,1,SELECT,194228,214386
24300,1,RAND_SELECT,53052,57567
24300,2,SELECT,194036,214342
24300,2,RAND_SELECT,79298,77941
24300,3,SELECT,195096,215616
24300,3,RAND_SELECT,80512,82957
24300,4,SELECT,193312,213659
24300,4,RAND_SELECT,76115,69960
24300,5,SELECT,195021,215739
24300,5,RAND_SELECT,49942,48619
24400,1,SELECT,195064,215253
24400,1,RAND_SELECT,49905,51075
24400,2,SELECT,194173,214428
24400,2,RAND_SELECT,77363,75705
24400,3,SELECT,195892,216541
24400,3,RAND_SELECT,81277,79436
24400,4,SELECT,194899,215441
24400,4,RAND_SELECT,71797,69952
24400,5,SELECT,194162,214741
24400,5,RAND_SELECT,51654,48820
24500,1,SELECT,196708,217197
24500,1,RAND_SELECT,50323,51710
24500,2,SELECT,195244,215603
24500,2,RAND_SELECT,78282,76332
24500,3,SELECT,196288,216851
24500,3,RAND_SELECT,81190,84019
24500,4,SELECT,196322,217040
24500,4,RAND_SELECT,77813,78955
24500,5,SELECT,196506,217494
24500,5,RAND_SELECT,48398,49018
24600,1,SELECT,196817,217314
24600,1,RAND_SELECT,44773,40405
24600,2,SELECT,197531,218212
24600,2,RAND_SELECT,77314,76915
24600,3,SELECT,195079,215555
24600,3,RAND_SELECT,84808,87458
24600,4,SELECT,197769,218722
24600,4,RAND_SELECT,74749,73701
24600,5,SELECT,196774,217659
24600,5,RAND_SELECT,49144,49220
24700,1,SELECT,197463,217977
24700,1,RAND_SELECT,48473,47610
24700,2,SELECT,197539,218194
24700,2,RAND_SELECT,72413,71506
24700,3,SELECT,193050,213379
24700,3,RAND_SELECT,82513,79245
24700,4,SELECT,195933,216652
24700,4,RAND_SELECT,76066,79369
24700,5,SELECT,198132,219274
24700,5,RAND_SELECT,48301,49418
24800,1,SELECT,198902,219574
24800,1,RAND_SELECT,46740,43940
24800,2,SELECT,199327,220139
24800,2,RAND_SELECT,81204,79123
24800,3,SELECT,199488,220450
24800,3,RAND_SELECT,83029,79853
24800,4,SELECT,198261,219035
24800,4,RAND_SELECT,74280,70402
24800,5,SELECT,199951,221231
24800,5,RAND_SELECT,46717,49618
24900,1,SELECT,199283,219942
24900,1,RAND_SELECT,51363,52991
24900,2,SELECT,200273,221212
24900,2,RAND_SELECT,76928,75091
24900,3,SELECT,195833,216351
24900,3,RAND_SELECT,88563,89921
24900,4,SELECT,199909,221216
24900,4,RAND_SELECT,78922,80267
24900,5,SELECT,199111,220454
24900,5,RAND_SELECT,49793,49820
25000,1,SELECT,199944,220630
25000,1,RAND_SELECT,49463,48989
25000,2,SELECT,198980,219760
25000,2,RAND_SELECT,80660,83198
25000,3,SELECT,200657,221694
25000,3,RAND_SELECT,86173,88859
25000,4,SELECT,200561,221839
25000,4,RAND_SELECT,78327,73577
25000,5,SELECT,199424,220726
25000,5,RAND_SELECT,52309,50021
25100,1,SELECT,200024,220742
25100,1,RAND_SELECT,47259,44380
25100,2,SELECT,201529,222529
25100,2,RAND_SELECT,82510,81045
25100,3,SELECT,201916,223113
25100,3,RAND_SELECT,84032,85780
25100,4,SELECT,200265,221448
25100,4,RAND_SELECT,74794,74040
25100,5,SELECT,200827,222224
25100,5,RAND_SELECT,47570,50219
25200,1,SELECT,202333,223326
25200,1,RAND_SELECT,49154,47972
25200,2,SELECT,201272,222206
25200,2,RAND_SELECT,80638,81476
25200,3,SELECT,200384,221496
25200,3,RAND_SELECT,85034,88442
25200,4,SELECT,200307,221562
25200,4,RAND_SELECT,72913,75669
25200,5,SELECT,201946,223402
25200,5,RAND_SELECT,47801,50418
25300,1,SELECT,201910,222815
25300,1,RAND_SELECT,47238,43939
25300,2,SELECT,203305,224561
25300,2,RAND_SELECT,80763,81416
25300,3,SELECT,203316,224661
25300,3,RAND_SELECT,81137,78225
25300,4,SELECT,201966,223339
25300,4,RAND_SELECT,73812,73237
25300,5,SELECT,202212,223635
25300,5,RAND_SELECT,52216,50620
25400,1,SELECT,203746,224903
25400,1,RAND_SELECT,49002,47270
25400,2,SELECT,202786,223875
25400,2,RAND_SELECT,79516,77784
25400,3,SELECT,201734,222919
25400,3,RAND_SELECT,82962,84440
25400,4,SELECT,203015,224502
25400,4,RAND_SELECT,80198,81480
25400,5,SELECT,203739,225393
25400,5,RAND_SELECT,48012,50818
25500,1,SELECT,204726,225897
25500,1,RAND_SELECT,52258,53580
25500,2,SELECT,205368,226843
25500,2,RAND_SELECT,75261,78699
25500,3,SELECT,204452,225922
25500,3,RAND_SELECT,81194,75742
25500,4,SELECT,205240,226998
25500,4,RAND_SELECT,79348,74504
25500,5,SELECT,203910,225485
25500,5,RAND_SELECT,49190,51019
25600,1,SELECT,205137,226427
25600,1,RAND_SELECT,48696,46261
25600,2,SELECT,205838,227352
25600,2,RAND_SELECT,74196,72806
25600,3,SELECT,205575,227165
25600,3,RAND_SELECT,92414,93150
25600,4,SELECT,204368,225877
25600,4,RAND_SELECT,74357,73992
25600,5,SELECT,204165,225845
25600,5,RAND_SELECT,60207,51220
25700,1,SELECT,206548,228013
25700,1,RAND_SELECT,46645,41955
25700,2,SELECT,206895,228438
25700,2,RAND_SELECT,81558,82653
25700,3,SELECT,205502,227015
25700,3,RAND_SELECT,88581,84219
25700,4,SELECT,204838,226401
25700,4,RAND_SELECT,77340,81424
25700,5,SELECT,205320,227009
25700,5,RAND_SELECT,49747,51418
25800,1,SELECT,206845,228284
25800,1,RAND_SELECT,52863,54189
25800,2,SELECT,205997,227529
25800,2,RAND_SELECT,79804,82186
25800,3,SELECT,206195,227795
25800,3,RAND_SELECT,86868,86100
25800,4,SELECT,206761,228557
25800,4,RAND_SELECT,80785,84147
25800,5,SELECT,207144,229111
25800,5,RAND_SELECT,56073,51619
25900,1,SELECT,206987,228459
25900,1,RAND_SELECT,46101,40462
25900,2,SELECT,207761,229306
25900,2,RAND_SELECT,81425,83650
25900,3,SELECT,208265,230191
25900,3,RAND_SELECT,86064,89905
25900,4,SELECT,207130,229047
25900,4,RAND_SELECT,84916,76585
25900,5,SELECT,208629,230718
25900,5,RAND_SELECT,50088,51819
26000,1,SELECT,207939,229390
26000,1,RAND_SELECT,51312,50685
26000,2,SELECT,208103,229796
26000,2,RAND_SELECT,84710,83435
26000,3,SELECT,207270,229074
26000,3,RAND_SELECT,83206,81455
26000,4,SELECT,208749,230754
26000,4,RAND_SELECT,81205,80163
26000,5,SELECT,208085,230083
26000,5,RAND_SELECT,54590,52020
26100,1,SELECT,209512,231225
26100,1,RAND_SELECT,50513,48888
26100,2,SELECT,208255,229965
26100,2,RAND_SELECT,76694,78529
26100,3,SELECT,209654,231689
26100,3,RAND_SELECT,87746,89123
26100,4,SELECT,209615,231729
26100,4,RAND_SELECT,82349,81822
26100,5,SELECT,210095,232501
26100,5,RAND_SELECT,51636,52219
26200,1,SELECT,209401,231086
26200,1,RAND_SELECT,51660,50983
26200,2,SELECT,211033,233009
26200,2,RAND_SELECT,81982,82823
26200,3,SELECT,208002,229901
26200,3,RAND_SELECT,83879,85782
26200,4,SELECT,209275,231547
26200,4,RAND_SELECT,82668,79797
26200,5,SELECT,209374,231468
26200,5,RAND_SELECT,54507,52419
26300,1,SELECT,210516,232260
26300,1,RAND_SELECT,52927,53318
26300,2,SELECT,211771,233841
26300,2,RAND_SELECT,83666,83852
26300,3,SELECT,209637,231566
26300,3,RAND_SELECT,90407,86030
26300,4,SELECT,208401,230217
26300,4,RAND_SELECT,76786,80165
26300,5,SELECT,210374,232729
26300,5,RAND_SELECT,50463,52619
26400,1,SELECT,212683,234750
26400,1,RAND_SELECT,49370,46006
26400,2,SELECT,210219,232145
26400,2,RAND_SELECT,85395,89760
26400,3,SELECT,209644,231646
26400,3,RAND_SELECT,95771,89754
26400,4,SELECT,210601,232702
26400,4,RAND_SELECT,84479,84030
26400,5,SELECT,211424,233882
26400,5,RAND_SELECT,51326,52818
26500,1,SELECT,212144,234110
26500,1,RAND_SELECT,49393,45851
26500,2,SELECT,212016,234075
26500,2,RAND_SELECT,82459,82849
26500,3,SELECT,212068,234253
26500,3,RAND_SELECT,94586,87607
26500,4,SELECT,212795,235110
26500,4,RAND_SELECT,82128,84934
26500,5,SELECT,211972,234397
26500,5,RAND_SELECT,50042,53018
26600,1,SELECT,212955,234929
26600,1,RAND_SELECT,50703,48269
26600,2,SELECT,213383,235548
26600,2,RAND_SELECT,76908,75932
26600,3,SELECT,214463,236828
26600,3,RAND_SELECT,89780,87369
26600,4,SELECT,213201,235589
26600,4,RAND_SELECT,81059,82620
26600,5,SELECT,213113,235717
26600,5,RAND_SELECT,51625,53220
26700,1,SELECT,214226,236395
26700,1,RAND_SELECT,48691,44040
26700,2,SELECT,214353,236615
26700,2,RAND_SELECT,84362,86409
26700,3,SELECT,214013,236608
26700,3,RAND_SELECT,91100,93041
26700,4,SELECT,212276,234549
26700,4,RAND_SELECT,86325,85181
26700,5,SELECT,214080,236817
26700,5,RAND_SELECT,54137,53418
26800,1,SELECT,215502,237842
26800,1,RAND_SELECT,52050,50567
26800,2,SELECT,214808,237196
26800,2,RAND_SELECT,87420,91053
26800,3,SELECT,210419,232456
26800,3,RAND_SELECT,86304,86721
26800,4,SELECT,214410,237069
26800,4,RAND_SELECT,83167,81258
26800,5,SELECT,215582,238482
26800,5,RAND_SELECT,51887,53618
26900,1,SELECT,215221,237508
26900,1,RAND_SELECT,54288,54841
26900,2,SELECT,215849,238366
26900,2,RAND_SELECT,82191,86943
26900,3,SELECT,213946,236439
26900,3,RAND_SELECT,90433,92609
26900,4,SELECT,214711,237414
26900,4,RAND_SELECT,88592,90221
26900,5,SELECT,215545,238440
26900,5,RAND_SELECT,51838,53820
27000,1,SELECT,216316,238685
27000,1,RAND_SELECT,47187,40438
27000,2,SELECT,216257,238753
27000,2,RAND_SELECT,91300,99722
27000,3,SELECT,215647,238210
27000,3,RAND_SELECT,91014,88945
27000,4,SELECT,216858,239706
27000,4,RAND_SELECT,82366,87824
27000,5,SELECT,216369,239327
27000,5,RAND_SELECT,56207,54020
27100,1,SELECT,217178,239615
27100,1,RAND_SELECT,52768,51400
27100,2,SELECT,216817,239427
27100,2,RAND_SELECT,86892,83513
27100,3,SELECT,217160,239897
27100,3,RAND_SELECT,92171,93219
27100,4,SELECT,217482,240403
27100,4,RAND_SELECT,86111,87782
27100,5,SELECT,217318,240306
27100,5,RAND_SELECT,52900,54219
27200,1,SELECT,218280,240920
27200,1,RAND_SELECT,55137,55941
27200,2,SELECT,216078,238507
27200,2,RAND_SELECT,86828,82809
27200,3,SELECT,218219,241042
27200,3,RAND_SELECT,97391,97678
27200,4,SELECT,218215,241224
27200,4,RAND_SELECT,83905,84417
27200,5,SELECT,217792,240997
27200,5,RAND_SELECT,50378,54418
27300,1,SELECT,219427,242149
27300,1,RAND_SELECT,56819,59102
27300,2,SELECT,217309,239921
27300,2,RAND_SELECT,80257,79171
27300,3,SELECT,220181,243187
27300,3,RAND_SELECT,91320,89273
27300,4,SELECT,218060,240986
27300,4,RAND_SELECT,90685,86144
27300,5,SELECT,219326,242539
27300,5,RAND_SELECT,58345,54621
27400,1,SELECT,219231,241850
27400,1,RAND_SELECT,55053,55373
27400,2,SELECT,220808,243743
27400,2,RAND_SELECT,84911,84073
27400,3,SELECT,220607,243779
27400,3,RAND_SELECT,98654,98848
27400,4,SELECT,220294,243524
27400,4,RAND_SELECT,89072,88951
27400,5,SELECT,219865,243030
27400,5,RAND_SELECT,53103,54819
27500,1,SELECT,219506,242226
27500,1,RAND_SELECT,58634,62336
27500,2,SELECT,221110,244131
27500,2,RAND_SELECT,84287,81536
27500,3,SELECT,220542,243452
27500,3,RAND_SELECT,91677,87676
27500,4,SELECT,220316,243489
27500,4,RAND_SELECT,87643,88673
27500,5,SELECT,220884,244319
27500,5,RAND_SELECT,53722,55019
27600,1,SELECT,222401,245463
27600,1,RAND_SELECT,53897,52660
27600,2,SELECT,221030,244002
27600,2,RAND_SELECT,91174,90630
27600,3,SELECT,221426,244624
27600,3,RAND_SELECT,83920,83458
27600,4,SELECT,218449,241318
27600,4,RAND_SELECT,87612,84046
27600,5,SELECT,219844,243160
27600,5,RAND_SELECT,57889,55217
27700,1,SELECT,222654,245667
27700,1,RAND_SELECT,55613,55889
27700,2,SELECT,221260,244213
27700,2,RAND_SELECT,88319,89129
27700,3,SELECT,222828,246297
27700,3,RAND_SELECT,93685,99756
27700,4,SELECT,220560,243955
27700,4,RAND_SELECT,76867,81362
27700,5,SELECT,222873,246402
27700,5,RAND_SELECT,57459,55420
27800,1,SELECT,222788,245776
27800,1,RAND_SELECT,59885,64236
27800,2,SELECT,221130,244130
27800,2,RAND_SELECT,89256,93834
27800,3,SELECT,222671,245843
27800,3,RAND_SELECT,95984,93126
27800,4,SELECT,222501,245769
27800,4,RAND_SELECT,87003,86738
27800,5,SELECT,223339,246880
27800,5,RAND_SELECT,56635,55619
27900,1,SELECT,223766,246891
27900,1,RAND_SELECT,59176,62619
27900,2,SELECT,222797,245924
27900,2,RAND_SELECT,92404,88118
27900,3,SELECT,224637,248141
27900,3,RAND_SELECT,91418,87602
27900,4,SELECT,223705,247127
27900,4,RAND_SELECT,82537,85258
27900,5,SELECT,224239,247996
27900,5,RAND_SELECT,52384,55818
28000,1,SELECT,225438,248755
28000,1,RAND_SELECT,56706,57473
28000,2,SELECT,224195,247452
28000,2,RAND_SELECT,84070,87024
28000,3,SELECT,223178,246503
28000,3,RAND_SELECT,96545,100161
28000,4,SELECT,225078,248594
28000,4,RAND_SELECT,92525,91902
28000,5,SELECT,225291,249026
28000,5,RAND_SELECT,58756,56018
28100,1,SELECT,225139,248371
28100,1,RAND_SELECT,55974,55812
28100,2,SELECT,225564,248913
28100,2,RAND_SELECT,91840,89376
28100,3,SELECT,224934,248431
28100,3,RAND_SELECT,95615,96036
28100,4,SELECT,224531,247878
28100,4,RAND_SELECT,86847,84684
28100,5,SELECT,224637,248405
28100,5,RAND_SELECT,55822,56218
28200,1,SELECT,225996,249333
28200,1,RAND_SELECT,60284,64237
28200,2,SELECT,225974,249488
28200,2,RAND_SELECT,91358,93945
28200,3,SELECT,226710,250385
28200,3,RAND_SELECT,86561,87070
28200,4,SELECT,225588,249364
28200,4,RAND_SELECT,86810,89143
28200,5,SELECT,227151,251243
28200,5,RAND_SELECT,57574,56419
28300,1,SELECT,227406,250918
28300,1,RAND_SELECT,57290,58044
28300,2,SELECT,225319,248621
28300,2,RAND_SELECT,91773,100806
28300,3,SELECT,226910,250517
28300,3,RAND_SELECT,93695,87952
28300,4,SELECT,227680,251517
28300,4,RAND_SELECT,86873,90960
28300,5,SELECT,228082,252217
28300,5,RAND_SELECT,55158,56620
28400,1,SELECT,227635,251200
28400,1,RAND_SELECT,53191,49649
28400,2,SELECT,227049,250630
28400,2,RAND_SELECT,89055,88039
28400,3,SELECT,229166,253147
28400,3,RAND_SELECT,99239,100493
28400,4,SELECT,227031,250851
28400,4,RAND_SELECT,86950,88506
28400,5,SELECT,228258,252345
28400,5,RAND_SELECT,57289,56820
28500,1,SELECT,227882,251391
28500,1,RAND_SELECT,57631,58328
28500,2,SELECT,229466,253262
28500,2,RAND_SELECT,90659,90226
28500,3,SELECT,229076,252993
28500,3,RAND_SELECT,96386,92690
28500,4,SELECT,229267,253469
28500,4,RAND_SELECT,86020,87038
28500,5,SELECT,230371,254539
28500,5,RAND_SELECT,55085,57019
28600,1,SELECT,229523,253235
28600,1,RAND_SELECT,57929,58723
28600,2,SELECT,229470,253192
28600,2,RAND_SELECT,84114,82906
28600,3,SELECT,229468,253441
28600,3,RAND_SELECT,93463,94556
28600,4,SELECT,228319,252314
28600,4,RAND_SELECT,85977,85756
28600,5,SELECT,229604,254048
28600,5,RAND_SELECT,53855,57219
28700,1,SELECT,230232,253916
28700,1,RAND_SELECT,59412,61492
28700,2,SELECT,230366,254272
28700,2,RAND_SELECT,85951,78770
28700,3,SELECT,230723,254782
28700,3,RAND_SELECT,98209,99632
28700,4,SELECT,230069,254205
28700,4,RAND_SELECT,83375,85295
28700,5,SELECT,230909,255581
28700,5,RAND_SELECT,58497,57420
28800,1,SELECT,231547,255421
28800,1,RAND_SELECT,62882,68229
28800,2,SELECT,231544,255584
28800,2,RAND_SELECT,92647,92481
28800,3,SELECT,231587,255753
28800,3,RAND_SELECT,91315,90161
28800,4,SELECT,231325,255493
28800,4,RAND_SELECT,88324,92114
28800,5,SELECT,231142,255763
28800,5,RAND_SELECT,54490,57618
28900,1,SELECT,231626,255484
28900,1,RAND_SELECT,53011,48287
28900,2,SELECT,230482,254389
28900,2,RAND_SELECT,91741,91438
28900,3,SELECT,233587,257985
28900,3,RAND_SELECT,89780,92028
28900,4,SELECT,232689,257187
28900,4,RAND_SELECT,92376,95743
28900,5,SELECT,232190,256916
28900,5,RAND_SELECT,58546,57820
29000,1,SELECT,232576,256528
29000,1,RAND_SELECT,57548,57163
29000,2,SELECT,231944,256046
29000,2,RAND_SELECT,89321,88408
29000,3,SELECT,232947,257229
29000,3,RAND_SELECT,99876,102681
29000,4,SELECT,231809,256141
29000,4,RAND_SELECT,90386,86269
29000,5,SELECT,233937,258596
29000,5,RAND_SELECT,50737,58018
29100,1,SELECT,233749,257860
29100,1,RAND_SELECT,56442,54747
29100,2,SELECT,233239,257351
29100,2,RAND_SELECT,100202,101964
29100,3,SELECT,234314,258776
29100,3,RAND_SELECT,98563,100083
29100,4,SELECT,232254,256782
29100,4,RAND_SELECT,95034,96692
29100,5,SELECT,233300,257871
29100,5,RAND_SELECT,57361,58221
29200,1,SELECT,234486,258712
29200,1,RAND_SELECT,59976,61618
29200,2,SELECT,234575,258934
29200,2,RAND_SELECT,93264,95925
29200,3,SELECT,234656,259104
29200,3,RAND_SELECT,103299,106991
29200,4,SELECT,233610,258145
29200,4,RAND_SELECT,91053,91443
29200,5,SELECT,233872,258658
29200,5,RAND_SELECT,60587,58420
29300,1,SELECT,234951,259133
29300,1,RAND_SELECT,55623,52710
29300,2,SELECT,236013,260454
29300,2,RAND_SELECT,90864,90122
29300,3,SELECT,233837,258361
29300,3,RAND_SELECT,103869,99795
29300,4,SELECT,235079,259644
29300,4,RAND_SELECT,91665,86224
29300,5,SELECT,235359,260321
29300,5,RAND_SELECT,62267,58620
29400,1,SELECT,235616,259823
29400,1,RAND_SELECT,57995,57255
29400,2,SELECT,235422,259871
29400,2,RAND_SELECT,84445,82031
29400,3,SELECT,234534,259077
29400,3,RAND_SELECT,103338,110516
29400,4,SELECT,236407,261265
29400,4,RAND_SELECT,94307,94220
29400,5,SELECT,236250,261178
29400,5,RAND_SELECT,56062,58818
29500,1,SELECT,237131,261573
29500,1,RAND_SELECT,59435,59934
29500,2,SELECT,236121,260636
29500,2,RAND_SELECT,89678,95519
29500,3,SELECT,237887,262642
29500,3,RAND_SELECT,96874,92470
29500,4,SELECT,237277,262167
29500,4,RAND_SELECT,90201,92629
29500,5,SELECT,237595,262703
29500,5,RAND_SELECT,56040,59018
29600,1,SELECT,237917,262400
29600,1,RAND_SELECT,59541,59946
29600,2,SELECT,236958,261519
29600,2,RAND_SELECT,88919,87384
29600,3,SELECT,237602,262321
29600,3,RAND_SELECT,100428,100986
29600,4,SELECT,236756,261667
29600,4,RAND_SELECT,90379,90714
29600,5,SELECT,237963,263015
29600,5,RAND_SELECT,61063,59219
29700,1,SELECT,238889,263573
29700,1,RAND_SELECT,68196,77059
29700,2,SELECT,237846,262482
29700,2,RAND_SELECT,94863,91639
29700,3,SELECT,236658,261326
29700,3,RAND_SELECT,100796,104671
29700,4,SELECT,239587,264658
29700,4,RAND_SELECT,91221,88941
29700,5,SELECT,237630,262655
29700,5,RAND_SELECT,60852,59419
29800,1,SELECT,239312,263939
29800,1,RAND_SELECT,57502,55467
29800,2,SELECT,238738,263337
29800,2,RAND_SELECT,97477,103746
29800,3,SELECT,239294,264193
29800,3,RAND_SELECT,100128,101855
29800,4,SELECT,238825,263777
29800,4,RAND_SELECT,94238,98925
29800,5,SELECT,238134,263264
29800,5,RAND_SELECT,60182,59619
29900,1,SELECT,240382,265174
29900,1,RAND_SELECT,61723,63707
29900,2,SELECT,239346,264169
29900,2,RAND_SELECT,93060,95283
29900,3,SELECT,239264,264129
29900,3,RAND_SELECT,98700,95630
29900,4,SELECT,240406,265607
29900,4,RAND_SELECT,88281,87449
29900,5,SELECT,239019,264186
29900,5,RAND_SELECT,60198,59820
30000,1,SELECT,240199,264923
30000,1,RAND_SELECT,57191,54446
30000,2,SELECT,240963,265851
30000,2,RAND_SELECT,93475,87451
30000,3,SELECT,241210,266149
30000,3,RAND_SELECT,100426,109025
30000,4,SELECT,241747,267166
30000,4,RAND_SELECT,93855,93434
30000,5,SELECT,241175,266416
30000,5,RAND_SELECT,59158,60020
30100,1,SELECT,242192,267088
30100,1,RAND_SELECT,56873,53608
30100,2,SELECT,242934,268020
30100,2,RAND_SELECT,93544,93314
30100,3,SELECT,239793,264772
30100,3,RAND_SELECT,100876,98971
30100,4,SELECT,242366,267698
30100,4,RAND_SELECT,93834,95674
30100,5,SELECT,242790,268143
30100,5,RAND_SELECT,62735,60219
30200,1,SELECT,242750,267665
30200,1,RAND_SELECT,61865,63393
30200,2,SELECT,242515,267566
30200,2,RAND_SELECT,96483,98409
30200,3,SELECT,241362,266447
30200,3,RAND_SELECT,105869,106804
30200,4,SELECT,243648,269160
30200,4,RAND_SELECT,94960,93933
30200,5,SELECT,242559,267878
30200,5,RAND_SELECT,58716,60419
30300,1,SELECT,243189,268204
30300,1,RAND_SELECT,63031,65527
30300,2,SELECT,243937,269154
30300,2,RAND_SELECT,108869,111987
30300,3,SELECT,243008,268449
30300,3,RAND_SELECT,97739,92286
30300,4,SELECT,241133,266529
30300,4,RAND_SELECT,96484,92829
30300,5,SELECT,243622,269407
30300,5,RAND_SELECT,61231,60619
30400,1,SELECT,244475,269559
30400,1,RAND_SELECT,62100,63465
30400,2,SELECT,244748,270036
30400,2,RAND_SELECT,89437,83517
30400,3,SELECT,244121,269585
30400,3,RAND_SELECT,98387,100097
30400,4,SELECT,244188,269785
30400,4,RAND_SELECT,90383,92495
30400,5,SELECT,243659,269196
30400,5,RAND_SELECT,62642,60820
30500,1,SELECT,245250,270439
30500,1,RAND_SELECT,60285,59632
30500,2,SELECT,244969,270225
30500,2,RAND_SELECT,96218,100394
30500,3,SELECT,246251,271924
30500,3,RAND_SELECT,103415,102612
30500,4,SELECT,245236,271010
30500,4,RAND_SELECT,96290,98347
30500,5,SELECT,244532,270307
30500,5,RAND_SELECT,59066,61020
30600,1,SELECT,246128,271461
30600,1,RAND_SELECT,61482,61831
30600,2,SELECT,244985,270402
30600,2,RAND_SELECT,97045,97994
30600,3,SELECT,244000,269341
30600,3,RAND_SELECT,96827,95422
30600,4,SELECT,246489,272289
30600,4,RAND_SELECT,93638,92757
30600,5,SELECT,245756,271511
30600,5,RAND_SELECT,59281,61220
30700,1,SELECT,246224,271503
30700,1,RAND_SELECT,63977,66620
30700,2,SELECT,245510,270902
30700,2,RAND_SELECT,92678,93031
30700,3,SELECT,245370,270862
30700,3,RAND_SELECT,107976,107605
30700,4,SELECT,247018,272739
30700,4,RAND_SELECT,96461,97341
30700,5,SELECT,246750,272638
30700,5,RAND_SELECT,61690,61418
30800,1,SELECT,248219,273737
30800,1,RAND_SELECT,64754,67971
30800,2,SELECT,247291,272856
30800,2,RAND_SELECT,93989,94839
30800,3,SELECT,245596,271106
30800,3,RAND_SELECT,99856,100048
30800,4,SELECT,246548,272438
30800,4,RAND_SELECT,92889,95743
30800,5,SELECT,247552,273556
30800,5,RAND_SELECT,57794,61619
30900,1,SELECT,248470,273983
30900,1,RAND_SELECT,63955,66177
30900,2,SELECT,246676,272051
30900,2,RAND_SELECT,92631,94747
30900,3,SELECT,247267,273145
30900,3,RAND_SELECT,105015,109323
30900,4,SELECT,247371,273212
30900,4,RAND_SELECT,99181,99166
30900,5,SELECT,248521,274634
30900,5,RAND_SELECT,55966,61819
31000,1,SELECT,249501,275204
31000,1,RAND_SELECT,64860,67788
31000,2,SELECT,249404,275132
31000,2,RAND_SELECT,96862,99517
31000,3,SELECT,246726,272356
31000,3,RAND_SELECT,112662,113342
31000,4,SELECT,249062,275087
31000,4,RAND_SELECT,98827,96591
31000,5,SELECT,249117,275369
31000,5,RAND_SELECT,61550,62019
31100,1,SELECT,249435,274966
31100,1,RAND_SELECT,63535,64940
31100,2,SELECT,250326,276167
31100,2,RAND_SELECT,101208,100182
31100,3,SELECT,245425,270930
31100,3,RAND_SELECT,102432,102069
