ShortestPairSort;1000;10516;11618
ShortestPairSort;1000;10386;11472
ShortestPairSort;1000;10437;11508
ShortestPairSort;1000;10561;11663
ShortestPairSort;1000;10543;11627
ShortestPairSort;1000;10442;11548
ShortestPairSort;1000;10537;11601
ShortestPairSort;1000;10421;11517
ShortestPairSort;1000;10250;11342
ShortestPairSort;1000;10539;11642
MergeSort;1000;8732;9976
MergeSort;1000;8715;9976
MergeSort;1000;8704;9976
MergeSort;1000;8693;9976
MergeSort;1000;8687;9976
MergeSort;1000;8726;9976
MergeSort;1000;8705;9976
MergeSort;1000;8701;9976
MergeSort;1000;8683;9976
MergeSort;1000;8706;9976
ShortestPairSort;2000;22989;25177
ShortestPairSort;2000;23004;25167
ShortestPairSort;2000;22964;25137
ShortestPairSort;2000;22933;25101
ShortestPairSort;2000;23018;25186
ShortestPairSort;2000;22870;25048
ShortestPairSort;2000;23117;25274
ShortestPairSort;2000;23007;25222
ShortestPairSort;2000;23033;25241
ShortestPairSort;2000;23088;25324
MergeSort;2000;19369;21952
MergeSort;2000;19383;21952
MergeSort;2000;19409;21952
MergeSort;2000;19444;21952
MergeSort;2000;19445;21952
MergeSort;2000;19420;21952
MergeSort;2000;19417;21952
MergeSort;2000;19406;21952
MergeSort;2000;19398;21952
MergeSort;2000;19434;21952
ShortestPairSort;3000;36532;39864
ShortestPairSort;3000;36321;39587
ShortestPairSort;3000;36625;39911
ShortestPairSort;3000;36585;39898
ShortestPairSort;3000;36349;39608
ShortestPairSort;3000;36406;39738
ShortestPairSort;3000;36513;39832
ShortestPairSort;3000;36465;39712
ShortestPairSort;3000;36294;39594
ShortestPairSort;3000;36462;39793
MergeSort;3000;30873;34904
MergeSort;3000;30877;34904
MergeSort;3000;30938;34904
MergeSort;3000;31003;34904
MergeSort;3000;30947;34904
MergeSort;3000;30936;34904
MergeSort;3000;30884;34904
MergeSort;3000;30918;34904
MergeSort;3000;30906;34904
MergeSort;3000;30915;34904
ShortestPairSort;4000;49962;54346
ShortestPairSort;4000;49631;53947
ShortestPairSort;4000;50169;54587
ShortestPairSort;4000;49959;54337
ShortestPairSort;4000;50135;54585
ShortestPairSort;4000;50154;54607
ShortestPairSort;4000;49983;54381
ShortestPairSort;4000;50102;54464
ShortestPairSort;4000;50262;54625
ShortestPairSort;4000;50023;54472
MergeSort;4000;42705;47904
MergeSort;4000;42829;47904
MergeSort;4000;42813;47904
MergeSort;4000;42895;47904
MergeSort;4000;42793;47904
MergeSort;4000;42816;47904
MergeSort;4000;42814;47904
MergeSort;4000;42749;47904
MergeSort;4000;42793;47904
MergeSort;4000;42863;47904
ShortestPairSort;5000;64461;69971
ShortestPairSort;5000;64333;69800
ShortestPairSort;5000;64455;69855
ShortestPairSort;5000;64428;69866
ShortestPairSort;5000;64240;69695
ShortestPairSort;5000;64485;69945
ShortestPairSort;5000;64456;69882
ShortestPairSort;5000;64165;69780
ShortestPairSort;5000;64292;69840
ShortestPairSort;5000;64757;70195
MergeSort;5000;55240;61808
MergeSort;5000;55269;61808
MergeSort;5000;55262;61808
MergeSort;5000;55233;61808
MergeSort;5000;55201;61808
MergeSort;5000;55236;61808
MergeSort;5000;55287;61808
MergeSort;5000;55225;61808
MergeSort;5000;55255;61808
MergeSort;5000;55215;61808
ShortestPairSort;6000;78890;85455
ShortestPairSort;6000;79157;85779
ShortestPairSort;6000;79153;85804
ShortestPairSort;6000;78757;85309
ShortestPairSort;6000;78911;85513
ShortestPairSort;6000;78794;85353
ShortestPairSort;6000;78854;85417
ShortestPairSort;6000;79133;85760
ShortestPairSort;6000;79077;85660
ShortestPairSort;6000;79260;85808
MergeSort;6000;67818;75808
MergeSort;6000;67768;75808
MergeSort;6000;67827;75808
MergeSort;6000;67857;75808
MergeSort;6000;67867;75808
MergeSort;6000;67787;75808
MergeSort;6000;67895;75808
MergeSort;6000;67823;75808
MergeSort;6000;67772;75808
MergeSort;6000;67818;75808
ShortestPairSort;7000;93617;101334
ShortestPairSort;7000;93166;100816
ShortestPairSort;7000;93347;100960
ShortestPairSort;7000;93724;101414
ShortestPairSort;7000;93062;100736
ShortestPairSort;7000;93570;101313
ShortestPairSort;7000;93808;101479
ShortestPairSort;7000;93711;101382
ShortestPairSort;7000;93881;101626
ShortestPairSort;7000;93538;101151
MergeSort;7000;80711;89808
MergeSort;7000;80675;89808
MergeSort;7000;80645;89808
MergeSort;7000;80671;89808
MergeSort;7000;80692;89808
MergeSort;7000;80675;89808
MergeSort;7000;80743;89808
MergeSort;7000;80638;89808
MergeSort;7000;80646;89808
MergeSort;7000;80647;89808
ShortestPairSort;8000;108347;117113
ShortestPairSort;8000;108273;117069
ShortestPairSort;8000;108326;117102
ShortestPairSort;8000;108268;116992
ShortestPairSort;8000;107606;116413
ShortestPairSort;8000;108040;116831
ShortestPairSort;8000;107900;116650
ShortestPairSort;8000;107821;116629
ShortestPairSort;8000;108504;117237
ShortestPairSort;8000;108268;117121
MergeSort;8000;93690;103808
MergeSort;8000;93673;103808
MergeSort;8000;93577;103808
MergeSort;8000;93526;103808
MergeSort;8000;93578;103808
MergeSort;8000;93660;103808
MergeSort;8000;93732;103808
MergeSort;8000;93662;103808
MergeSort;8000;93710;103808
MergeSort;8000;93609;103808
ShortestPairSort;9000;123246;133207
ShortestPairSort;9000;122900;132786
ShortestPairSort;9000;123565;133479
ShortestPairSort;9000;123331;133277
ShortestPairSort;9000;123532;133345
ShortestPairSort;9000;123247;133165
ShortestPairSort;9000;122979;132890
ShortestPairSort;9000;123134;132969
ShortestPairSort;9000;123046;132921
ShortestPairSort;9000;123776;133589
MergeSort;9000;106948;118616
MergeSort;9000;107003;118616
MergeSort;9000;106968;118616
MergeSort;9000;106948;118616
MergeSort;9000;106980;118616
MergeSort;9000;106898;118616
MergeSort;9000;106926;118616
MergeSort;9000;106945;118616
MergeSort;9000;106968;118616
MergeSort;9000;106967;118616
ShortestPairSort;10000;138985;149947
ShortestPairSort;10000;138988;149956
ShortestPairSort;10000;138961;149855
ShortestPairSort;10000;138806;149903
ShortestPairSort;10000;138935;149891
ShortestPairSort;10000;138887;149986
ShortestPairSort;10000;138775;149695
ShortestPairSort;10000;139168;150227
ShortestPairSort;10000;138747;149727
ShortestPairSort;10000;138695;149701
MergeSort;10000;120441;133616
MergeSort;10000;120411;133616
MergeSort;10000;120468;133616
MergeSort;10000;120529;133616
MergeSort;10000;120411;133616
MergeSort;10000;120414;133616
MergeSort;10000;120561;133616
MergeSort;10000;120315;133616
MergeSort;10000;120457;133616
MergeSort;10000;120424;133616
ShortestPairSort;11000;154586;166723
ShortestPairSort;11000;154585;166644
ShortestPairSort;11000;154881;166938
ShortestPairSort;11000;154754;166889
ShortestPairSort;11000;155006;167017
ShortestPairSort;11000;154162;166170
ShortestPairSort;11000;155011;167183
ShortestPairSort;11000;154285;166479
ShortestPairSort;11000;154818;166973
ShortestPairSort;11000;154444;166551
MergeSort;11000;133993;148616
MergeSort;11000;134059;148616
MergeSort;11000;134025;148616
MergeSort;11000;134028;148616
MergeSort;11000;134108;148616
MergeSort;11000;134030;148616
MergeSort;11000;133992;148616
MergeSort;11000;134102;148616
MergeSort;11000;134053;148616
MergeSort;11000;134137;148616
ShortestPairSort;12000;170330;183483
ShortestPairSort;12000;169851;183007
ShortestPairSort;12000;169580;182734
ShortestPairSort;12000;170013;183224
ShortestPairSort;12000;169576;182713
ShortestPairSort;12000;169965;183070
ShortestPairSort;12000;169735;182834
ShortestPairSort;12000;169862;183128
ShortestPairSort;12000;170547;183691
ShortestPairSort;12000;170003;183260
MergeSort;12000;147587;163616
MergeSort;12000;147655;163616
MergeSort;12000;147739;163616
MergeSort;12000;147636;163616
MergeSort;12000;147664;163616
MergeSort;12000;147645;163616
MergeSort;12000;147592;163616
MergeSort;12000;147629;163616
MergeSort;12000;147590;163616
